"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","gender","eng_first_lang"
1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,"F","yes"
1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,"F","no"
0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"F","yes"
1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,"F","no"
1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,"F","no"
0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,"F","no"
1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,"F","yes"
0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,"M","no"
1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"F","yes"
0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,"M","yes"
0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,"F","yes"
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"F","yes"
1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"F","yes"
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,"M","yes"
0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,"M","yes"
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"F","yes"
1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"M","yes"
0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,"M","yes"
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"F","yes"
0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,"F","yes"
1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,"F","yes"
0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,"M","yes"
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"M","no"
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,"M","yes"
0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,"M","yes"
0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,"M","yes"
0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,"M","yes"
1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,"F","yes"
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"M","yes"
0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,"F","yes"
1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,"M","no"
1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,"M","yes"
0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,"F","yes"
1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,"F","yes"
1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,"F","yes"
1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,"F","yes"
1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"M","yes"
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,"M","yes"
0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,"M","no"
1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,"F","no"
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,"M","no"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M","yes"
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,"F","yes"
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,"F","no"
1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,"M","yes"
1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,"M","no"
0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,"F","no"
1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,"M","yes"
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,"F","no"
1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,"F","yes"
1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,"F","yes"
1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"F","yes"
1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"F","yes"
1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,"F","yes"
1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,"F","no"
1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,"F","yes"
1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,"F","yes"
1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,"F","yes"
1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,"F","yes"
1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,"M","yes"
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"F","yes"
1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,"M","no"
1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,"F","no"
1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"F","yes"
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,"F","no"
1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,"F","yes"
1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,"F","yes"
1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,"M","yes"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,"F","yes"
0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,"F","yes"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,"F","yes"
1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M","yes"
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,"F","yes"
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"F","yes"
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"M","no"
1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,"M","yes"
1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,"F","yes"
1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,"F","yes"
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,"F","yes"
0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,"F","yes"
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,"M","yes"
1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,"F","yes"
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,"F","yes"
1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,"F","yes"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,"F","yes"
1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"M","yes"
0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,"F","yes"
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"M","yes"
1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,"M","yes"
1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,"M","no"
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,"F","yes"
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,"F","yes"
1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,"F","yes"
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"F","yes"
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,"F","no"
1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,"M","yes"
0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,"M","yes"
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,"M","yes"
1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,"F","yes"
0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,"M","yes"
1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,"F","yes"
1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,"F","yes"
0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,"M","yes"
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,"M","yes"
1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,"F","yes"
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,"F","yes"
0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,"M","yes"
1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,"F","yes"
1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,"M","yes"
1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,"M","no"
1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,"F","yes"
0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,"F","yes"
0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,"F","yes"
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,"F","yes"
1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,"M","yes"
1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,"F","yes"
0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"M","no"
0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,"F","yes"
1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,"F","yes"
0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,"F","yes"
1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,"F","no"
1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,"M","yes"
1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,"M","yes"
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,"F","yes"
1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,"M","no"
1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,"F","yes"
0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,"M","yes"
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,"F","yes"
1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,"F","yes"
0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"M","yes"
1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,"F","yes"
1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,"F","yes"
0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,"F","yes"
1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,"F","yes"
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,"M","yes"
1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,"F","yes"
1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,"F","yes"
0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"F","yes"
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,"F","yes"
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,"F","yes"
0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,"F","no"
1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,"F","yes"
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"M","yes"
1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,"F","yes"
1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,"M","yes"
0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,"F","yes"
1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,"M","no"
0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,"F","yes"
0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,"F","yes"
1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,"F","yes"
1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,"M","yes"
1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,"M","yes"
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,"M","yes"
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"F","yes"
0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,"F","yes"
0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,"F","no"
1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,"F","yes"
0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,"F","yes"
1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F","yes"
1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,"F","yes"
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,"M","yes"
1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,"F","yes"
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,"F","yes"
1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,"F","no"
1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,"M","no"
1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,"M","yes"
1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,"F","no"
1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,"F","no"
1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,"F","no"
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,"M","yes"
1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","no"
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"F","no"
1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,"M","yes"
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,"F","no"
0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,"F","no"
1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","no"
1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","no"
1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,"F","no"
1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"M","no"
1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,"F","no"
1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,"F","no"
0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,"M","yes"
1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,"M","yes"
1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,"F","yes"
0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,"M","yes"
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,"F","yes"
1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,"F","yes"
1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,"M","yes"
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"F","yes"
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"M","yes"
1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"M","yes"
1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,"F","no"
1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,"M","yes"
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,"M","yes"
1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"M","yes"
0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,"F","no"
1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,"F","yes"
0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,"F","yes"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M","yes"
1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,"F","yes"
1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,"F","yes"
1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,"F","no"
1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,"M","no"
1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,"F","yes"
0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,"F","no"
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,"F","no"
0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,"F","yes"
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"F","yes"
1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,"M","no"
0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,"M","yes"
1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,"F","no"
0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,"F","yes"
1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,"F","no"
0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,"F","yes"
1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,"F","yes"
1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,"F","no"
1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"F","no"
0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,"F","no"
1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,"F","yes"
1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,"F","yes"
1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,"F","yes"
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"F","yes"
0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,"F","yes"
1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,"F","yes"
0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,"F","yes"
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,"F","yes"
1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,"F","yes"
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"F","yes"
1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,"F","yes"
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"F","yes"
0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"F","yes"
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,"F","yes"
0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,"M","yes"
1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,"F","yes"
0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,"F","yes"
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"F","yes"
1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,"F","yes"
0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,"F","yes"
0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,"F","yes"
1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,"M","yes"
1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,"F","yes"
1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,"F","yes"
1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,"M","yes"
1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,"M","yes"
1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,"M","yes"
